Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2015-01-02,85.94351196289062,87.34610895906886,85.1184528492267,87.00692304141323,5865400
2015-01-05,84.68757629394531,85.57680615783207,84.1375392939009,85.51263529106188,7789400
2015-01-06,84.23839569091797,85.43014857154441,83.56918609947637,84.86177293716698,6793100
2015-01-07,85.1001205444336,85.39347411619462,84.43090399323766,84.99927959844378,6589500
2015-01-08,85.98019409179688,86.44772882079022,85.76934290214047,86.05353424420797,7579400
2015-01-09,86.40188598632812,87.33694841243593,86.16353399767256,86.21854260680945,8621300
2015-01-12,86.59439849853516,86.86942056148756,85.96185195020561,86.80524967934554,6586200
2015-01-13,87.26362609863281,88.4003705799001,86.81442287303078,87.34612853143575,9364300
2015-01-14,86.38355255126953,86.90608886494815,85.5218232994095,86.17270137475644,6509300
2015-01-15,86.49356079101562,87.05276721101859,86.20937644429675,86.73191278825504,5662200
2015-01-16,87.25444793701172,87.30028727996512,86.15437364714772,86.17270518786803,6117000
2015-01-20,86.85107421875,87.44695063884014,85.94351268316406,87.29110808109223,7940600
2015-01-21,86.32852172851562,86.85105790773058,86.0076674069099,86.51187205093295,7474700
2015-01-22,87.22694396972656,87.44695742091064,86.1818713339753,86.70440765185093,7014200
2015-01-23,86.8327407836914,87.57529047894438,86.56688801763892,87.01608414243756,4664700
2015-01-26,87.06192016601562,87.08942096937092,86.10851934979571,86.58521626085539,5446900
2015-01-27,86.14519500732422,86.85107465093677,85.58598865582164,86.11769420218491,5390000
2015-01-28,84.95346069335938,86.60357930269241,84.89845907108246,86.30105639196427,6198400
2015-01-29,85.4576416015625,85.71432509240881,83.89919513069472,85.3568006595728,7681700
2015-01-30,83.3858413696289,85.20097161912757,83.26666887115591,84.79760778721639,10212300
2015-02-02,84.27507019042969,84.3850804140528,82.56078092466946,83.6975322531369,9392000
2015-02-03,86.2643814086914,86.27355067658384,84.51342892275153,84.73344239345504,12329100
2015-02-04,92.84648895263672,93.4515346029262,90.5913321539315,91.11386840004491,32640500
2015-02-05,94.09326171875,94.27660510637477,92.14062736354862,92.36981009513056,14089500
2015-02-06,93.52487182617188,94.41410180874956,93.18568591115624,94.1207482366302,8535200
2015-02-09,93.259033203125,93.96491288593668,93.00234268800118,93.3232040833806,5461800
2015-02-10,93.43321990966797,93.68074119124782,92.75484094204226,93.46988998820211,5726300
2015-02-11,93.38736724853516,93.52487127050786,92.65397982554363,93.51570899844354,5868200
2015-02-12,94.9549789428711,95.20249318407407,93.23152054449102,93.6532228717422,6816800
2015-02-13,95.49585723876953,95.71587769297501,94.81747832355711,95.09250039426307,5175600
2015-02-17,95.45001220703125,95.7525280516896,94.9458074757659,95.55085315328432,4759300
2015-02-18,95.211669921875,95.6425345552804,94.78997455563398,94.78997455563398,3760200
2015-02-19,95.23916625976562,95.4133473572068,94.92748113181959,95.3400072115367,5094100
2015-02-20,95.84420776367188,95.97254951591084,94.17575799046435,95.21166127470771,5197000
2015-02-23,96.2475814819336,96.46760194797258,95.74338365065744,96.0367372779406,5587100
2015-02-24,95.95421600341797,96.302578201236,95.66086241236668,95.8350435112757,4098800
2015-02-25,96.77928161621094,97.15514464542062,95.95422240071561,95.96339166813827,6547200
2015-02-26,95.85338592529297,96.9076279169588,95.46836060475133,96.71511525668798,5049000
2015-02-27,95.4133529663086,96.38508547420862,95.30334274133624,95.95422083569396,4161600
2015-03-02,97.07262420654297,97.15513361577642,95.66085793010146,95.66085793010146,5635500
2015-03-03,97.49431610107422,97.76016886396734,96.44924358161892,96.97177984134657,4671900
2015-03-04,96.77928161621094,97.17347618616417,96.05506336005958,97.04513441865397,4972300
2015-03-05,96.28424835205078,96.99929735760138,96.13757504034648,96.75178308418076,3954700
2015-03-06,95.17498779296875,96.25673037600598,94.87246496177427,95.95420754481151,5704200
2015-03-09,96.49508666992188,96.64175996205881,95.17499207018437,95.28500228486283,4868900
2015-03-10,94.50578308105469,95.66086594843563,94.50578308105469,95.58752579943649,6472600
2015-03-11,94.32244873046875,95.34002066439577,94.30411718851519,94.89082444846022,4831900
2015-03-12,98.24604797363281,98.39272827345677,95.16583161834608,95.20250169330207,10730400
2015-03-13,97.57682800292969,98.34687851312734,96.73343035648823,98.34687851312734,8024200
2015-03-16,98.42939758300781,98.75942126094375,97.21931309527655,97.9435243391954,6407300
2015-03-17,98.05352783203125,98.28271053741486,97.31097810470071,98.09019790418476,4489400
2015-03-18,98.97942352294922,99.39194957667272,96.92594853228641,97.99852186724816,5520600
2015-03-19,98.42939758300781,99.44696942429337,98.21854640217589,98.86025522366155,4885600
2015-03-20,99.40111541748047,99.86865005792984,98.54855554094362,98.85107836676973,8710100
2015-03-23,99.2086181640625,99.78615610763808,99.04360632388352,99.5569733848396,5667000
2015-03-24,98.19105529785156,99.0527846525176,98.16355448765623,98.75026175216433,4493500
2015-03-25,96.2567367553711,98.51189374863337,96.2567367553711,98.50272448202263,6964700
2015-03-26,96.47673797607422,97.00844346653557,95.43166552605035,95.77085840667574,5915800
2015-03-27,96.69678497314453,97.58600813145921,96.14674080052639,96.44009442867504,5330400
2015-03-30,97.2834701538086,98.04435136427993,97.21929928077847,97.22846155256806,3831900
2015-03-31,96.15589141845703,97.466816719944,96.15589141845703,96.80676943610429,5701600
2015-04-01,96.66010284423828,97.17346988096871,95.5691908970848,96.65093357741057,6117200
2015-04-02,97.1734848022461,97.39349828118553,96.1284120346558,96.70595003966021,3651600
2015-04-06,96.83427429199219,97.69600350351435,96.29340646372266,96.5409207084678,4153500
2015-04-07,96.65093994140625,97.54933930894106,96.62343913321365,96.99013289535239,4694600
2015-04-08,97.50350189208984,97.80602477638834,96.40342757804319,96.46759846312754,4277400
2015-04-09,97.87934875488281,98.09019992558535,97.06345886643174,97.64100377212496,3924400
2015-04-10,98.04436492919922,98.18187596017499,97.54933640824896,97.84269001041653,3251500
